City,Site,Site Name,Category Desc.,Long Class Desc.,Art. No,Article Desc.,Quantity,Date,Formatted Date,Net Revenue,Product Name,Channel,Gross Revenue
Gurugram,A050,Gurugram-Dlf Mega Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,25.04.2022,25-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A114,Bangalore-Total Mall,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,25.04.2022,25-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Surat,A137,Surat-Deepkamal Mall,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,25.04.2022,25-Apr-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Gurugram,A144,Gurugram-Ambience Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,25.04.2022,25-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Jalandar,A163,Jalandhar-Lajpat Nagar,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,-1,25.04.2022,25-Apr-22,-729,850PP Xcite Pro Keyboard & Mouse USB,Offline,-799
Mysore,A173,Mysore-Double Road,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,25.04.2022,25-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Vadodara,A202,Vadodara-Kareli Baug,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,25.04.2022,25-Apr-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
Vadodara,A015,Vadodara-Centre Square Mall,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,2,26.04.2022,26-Apr-22,1458,850PP Xcite Pro Keyboard & Mouse USB,Offline,1598
Gandhidham,A190,Gandhidham-RT Road,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,26.04.2022,26-Apr-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
Bangalore,A093,Bangalore-Rajaji Nagar,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,26.04.2022,26-Apr-22,2299,829BK Bluetooth Controller 4 (EGP4),Offline,2599
Hyderabad,A028,Hyderabad-Jubilee,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,26.04.2022,26-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Hyderabad,A028,Hyderabad-Jubilee,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.04.2022,26-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Hyderabad,A029,Hyderabad-Panjagutta,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,26.04.2022,26-Apr-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Bangalore,A045,Bangalore-Indira Nagar,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,26.04.2022,26-Apr-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Bangalore,A066,Bangalore-Bannerghatta Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,26.04.2022,26-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Hyderabad,A109,Hyderabad-Terminal Internation,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,26.04.2022,26-Apr-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Noida,A151,Noida-Mall of India,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,2,26.04.2022,26-Apr-22,1858,416PP Super Speed Hub 4 Port USB 3.0,Offline,2998
Mohali,A162,Mohali-VR Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,26.04.2022,26-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Kolkata,A180,Kolkata-Sarat Bose Road,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.04.2022,26-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Surat,A209,Surat-Parvat Patiya,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,26.04.2022,26-Apr-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Asansol,A229,Asansol-Bhagat Singh More,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,26.04.2022,26-Apr-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
Bangalore,A257,Bangalore-GT World Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,26.04.2022,26-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Ahmedabad,A004,Ahmedabad-Devarc,Gaming Consoles and Accessories,PS4 Accessories,234876,Amkette Evo Gamebox,1,27.04.2022,27-Apr-22,9999,562MM Evo Fox Game Box Bundle,Offline,10999
Navi Mumbai,A009,Navi Mumbai-Belapur,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,2,27.04.2022,27-Apr-22,1518,650GR Ergo View Laptop Stand-Grey,Offline,1798
New Delhi,E002,E002 Delhi DC,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,27.04.2022,27-Apr-22,2299,829BK Bluetooth Controller 4 (EGP4),Online,2599
Surat,A263,Surat-Kamrej,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,2,27.04.2022,27-Apr-22,1998,419V2 PRIMUS Wireless Desktop V2,Offline,2398
Bhiwandi,E024,E024 Ecom Bhiwandi new DC,Gaming Consoles and Accessories,PS4 Accessories,234876,Amkette Evo Gamebox,1,27.04.2022,27-Apr-22,9999,562MM Evo Fox Game Box Bundle,Online,10999
Thane,A017,Thane-Bhayander,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,27.04.2022,27-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Mumbai,A027,Mumbai-PMC Lower Parel Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,27.04.2022,27-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Mumbai,A039,Mumbai-Sion,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,27.04.2022,27-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Surat,A053,Surat-Ripple,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,27.04.2022,27-Apr-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
Bangalore,A060,Bangalore-Marathahalli,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.04.2022,27-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A073,Bangalore-Banshankari,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,27.04.2022,27-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
New Delhi,A089,Delhi-Preet Vihar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,27.04.2022,27-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A114,Bangalore-Total Mall,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,2,27.04.2022,27-Apr-22,1518,650GR Ergo View Laptop Stand-Grey,Offline,1798
Mumbai,A127,Mumbai-Andheri,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,15,27.04.2022,27-Apr-22,8235,851PP Xcite Pro Keyboard USB,Offline,8985
Navi Mumbai,A141,Navi Mumbai-Seawoods Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,27.04.2022,27-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Mumbai,A153,Mumbai-Infiniti Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,27.04.2022,27-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Mohali,A162,Mohali-VR Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,27.04.2022,27-Apr-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
Mohali,A162,Mohali-VR Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,27.04.2022,27-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Mohali,A162,Mohali-VR Mall,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,27.04.2022,27-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bhuj,A177,Bhuj-Seven Sky Mall,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,27.04.2022,27-Apr-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
Junagadh,A200,Junagadh-Timbawadi Road,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,27.04.2022,27-Apr-22,2299,829BK Bluetooth Controller 4 (EGP4),Offline,2599
Navsari,A244,Navsari-Grid Road,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,2,27.04.2022,27-Apr-22,1458,850PP Xcite Pro Keyboard & Mouse USB,Offline,1598
Ahmedabad,A250,Ahmedabad-Bopal,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.04.2022,28-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Bangalore,A018,Bangalore-SS Manor,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,3,28.04.2022,28-Apr-22,1047,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,2097
New Delhi,A032,Delhi-Kamlanagar,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.04.2022,28-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
New Delhi,A048,Delhi-SouthEx,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,28.04.2022,28-Apr-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
New Delhi,A048,Delhi-SouthEx,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,28.04.2022,28-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bangalore,A056,Bangalore-J P Nagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,28.04.2022,28-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bangalore,A060,Bangalore-Marathahalli,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.04.2022,28-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Hyderabad,A109,Hyderabad-Terminal Internation,Computer Bags,Sleeves/Cases,250421,Amkette Neo Case 14 Multi Pocket GRY,1,28.04.2022,28-Apr-22,779,146BK NeoCase Sleeve MP 450 14,Offline,1249
New Delhi,A112,Delhi-Select City Walk,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,28.04.2022,28-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Hyderabad,A134,Hyderabad-AS RaoNagar,Gaming Consoles and Accessories,PS4 Accessories,234876,Amkette Evo Gamebox,1,28.04.2022,28-Apr-22,9999,562MM Evo Fox Game Box Bundle,Offline,10999
Mumbai,A140,Mumbai-Bhandup Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,1,28.04.2022,28-Apr-22,549,851PP Xcite Pro Keyboard USB,Offline,599
Mumbai,A142,Mumbai-Growel101 Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,28.04.2022,28-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Noida,A151,Noida-Mall of India,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,28.04.2022,28-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Mohali,A162,Mohali-VR Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,28.04.2022,28-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Thane,A175,Thane-Ghodbunder Road,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,28.04.2022,28-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Bangalore,A207,Bangalore-Hennur Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,28.04.2022,28-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Vishakapatnam,A211,Vizag-Sripuram,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,28.04.2022,28-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Nashik,A215,Nashik-Nashik Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,28.04.2022,28-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Navi Mumbai,A009,Navi Mumbai-Belapur,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,29.04.2022,29-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Hoogly,E017,Kolkata DC-E017,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,29.04.2022,29-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Online,1199
Hyderabad,A028,Hyderabad-Jubilee,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,29.04.2022,29-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Mumbai,A041,Mumbai-Oberoi Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,29.04.2022,29-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Bangalore,A056,Bangalore-J P Nagar,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,29.04.2022,29-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Aurangabad,A062,Aurangabad-Prozone Mall,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,2,29.04.2022,29-Apr-22,1458,850PP Xcite Pro Keyboard & Mouse USB,Offline,1598
Bangalore,A114,Bangalore-Total Mall,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,29.04.2022,29-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Mumbai,A147,Mumbai-Borivali,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,29.04.2022,29-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Mohali,A162,Mohali-VR Mall,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,29.04.2022,29-Apr-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
Jalandar,A163,Jalandhar-Lajpat Nagar,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,29.04.2022,29-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Jalandar,A163,Jalandhar-Lajpat Nagar,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,29.04.2022,29-Apr-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
Kolkata,A180,Kolkata-Sarat Bose Road,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,29.04.2022,29-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Bhopal,A188,Bhopal-Arera Colony,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,29.04.2022,29-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Noida,A189,Noida-Gaur Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,29.04.2022,29-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Bhopal,A192,Bhopal-DB Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,29.04.2022,29-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Coimbatore,A193,Coimbatore-Prozone Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,29.04.2022,29-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Mangalore,A221,Mangalore-MAK Mall,Input Devices,Keyboards,250875,Amkette EvoFox WarHammer Wired GMG KB,1,29.04.2022,29-Apr-22,1099,433BK EvoFox WarHammer Gaming Keyboard (USB),Offline,1499
Mangalore,A221,Mangalore-MAK Mall,PC Accessories,PC Add On,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,29.04.2022,29-Apr-22,999,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,Offline,1999
Latur,A256,Latur-Ambejogai Road,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,2,29.04.2022,29-Apr-22,1458,850PP Xcite Pro Keyboard & Mouse USB,Offline,1598
Kozhikode,A320,Kozhikode-Hilite Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,29.04.2022,29-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Pune,A011,Pune-Aundh,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,2,30.04.2022,30-Apr-22,1518,650GR Ergo View Laptop Stand-Grey,Offline,1798
Thane,A017,Thane-Bhayander,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,30.04.2022,30-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Surat,A010,Surat-Ghoddod,Input Devices,Mice,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,30.04.2022,30-Apr-22,799,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,Offline,1099
New Delhi,E002,E002 Delhi DC,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,30.04.2022,30-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Online,1999
Kolkata,A286,Kolkata-Salt Lake Sector 5,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.04.2022,30-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Ahmedabad,A250,Ahmedabad-Bopal,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.04.2022,30-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Ahmedabad,E004,E004 Gujrat DC,Input Devices,Mice,204742,AMKETTE Fio Wireless Mouse black,1,30.04.2022,30-Apr-22,499,632BK Fio Wireless Mouse-Black,Online,699
Thane,A054,Thane-R Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.04.2022,30-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Vijayawada,A270,Vijayawada-Benz Circle,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.04.2022,30-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Vijayawada,A270,Vijayawada-Benz Circle,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,30.04.2022,30-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Mumbai,A041,Mumbai-Oberoi Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,3,30.04.2022,30-Apr-22,1647,851PP Xcite Pro Keyboard USB,Offline,1797
Bangalore,A058,Bangalore-Koramangala,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,30.04.2022,30-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Aurangabad,A062,Aurangabad-Prozone Mall,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,30.04.2022,30-Apr-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
Pune,A117,Pune-Wakad,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.04.2022,30-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Gurugram,A120,Gurugram-Sector 29,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.04.2022,30-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Mumbai,A123,Mumbai-PMC Kurla Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.04.2022,30-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Noida,A135,Noida-Logix Mall,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,30.04.2022,30-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Mumbai,A140,Mumbai-Bhandup Mall,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.04.2022,30-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Mumbai,A142,Mumbai-Growel101 Mall,Input Devices,Keyboards,204736,AMKETTE Xcite Pro Keyboard,2,30.04.2022,30-Apr-22,1098,851PP Xcite Pro Keyboard USB,Offline,1198
Mumbai,A142,Mumbai-Growel101 Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,30.04.2022,30-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Bangalore,A150,Bangalore-Whitefield,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.04.2022,30-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Noida,A151,Noida-Mall of India,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.04.2022,30-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Mumbai,A153,Mumbai-Infiniti Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.04.2022,30-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Jaipur,A168,Jaipur-WTP Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,30.04.2022,30-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Hyderabad,A169,Hyderabad-Sarath City Mall,PC Accessories,Adaptors/Cables/Hubs,250417,Amkette 4 Port USB 3.0 Hub BLK,1,30.04.2022,30-Apr-22,929,416PP Super Speed Hub 4 Port USB 3.0,Offline,1499
Chennai,A181,Chennai-Chrompet,Gaming Consoles and Accessories,PS4 Accessories,224360,Amkette Evo Gpad4 Smartphne edition,1,30.04.2022,30-Apr-22,2299,829BK Bluetooth Controller 4 (EGP4),Offline,2599
Gwalior,A182,Gwalior-City Center,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.04.2022,30-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Coimbatore,A193,Coimbatore-Prozone Mall,PC Accessories,PC Add On,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,30.04.2022,30-Apr-22,1399,649BK EvoFox Typhoon Laptop Cooling Pad,Offline,1999
Hyderabad,A196,Hyderabad-Madinaguda,PC Accessories,PC Add On,250423,Amkette Ergo Laptop Stand 7 Levels,1,30.04.2022,30-Apr-22,759,650GR Ergo View Laptop Stand-Grey,Offline,899
Coimbatore,A199,Coimbatore-Laxmi Mills,Input Devices,Keyboards,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,30.04.2022,30-Apr-22,729,850PP Xcite Pro Keyboard & Mouse USB,Offline,799
New Delhi,A204,Delhi-Vegas Mall,PC Accessories,PC Add On,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,1,30.04.2022,30-Apr-22,349,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,Offline,699
Gurugram,A212,Gurugram-Worldmark 2,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,30.04.2022,30-Apr-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
Nashik,A215,Nashik-Nashik Road,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,30.04.2022,30-Apr-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
Bangalore,A277,Bangalore-Electronic city,PC Accessories,PC Add On,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,1,30.04.2022,30-Apr-22,699,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,Offline,1199
Vadodara,A015,Vadodara-Centre Square Mall,Input Devices,Keyboards,250424,Amkette Primus V2 WL Desktop KB & Mouse,1,01.05.2022,1-May-22,999,419V2 PRIMUS Wireless Desktop V2,Offline,1199
New Delhi,A020,Delhi-Rohini,Input Devices,Keyboards,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,1,01.05.2022,1-May-22,1349,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),Offline,1899
